gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name
WSN_NP,101385.226165554,21.2981338104276,1.54220621101424,13.8101725037281,2.21301014813183e-43,6.5121511959025894e-40,WSN_NP
WSN_NS,62789.7665992918,20.6069019646933,1.56424887972068,13.1736721897944,1.24396772771538e-39,2.1963494200542697e-36,WSN_NS
WSN_M,52629.2457627202,20.3522255737298,1.49611422781754,13.6033901658824,3.82293618519209e-42,8.43722016071895e-39,WSN_M
WSN_HA,27829.3539676401,19.432952344775,1.51812199744935,12.8006526335992,1.62579112099527e-37,2.3920806693577e-34,WSN_HA
WSN_PB2,69450.5931151286,18.7469133218614,1.20228862682223,15.5926895619162,8.162342130597701e-55,3.60285781644583e-51,WSN_PB2
WSN_PB1,140133.358889765,18.2145023282954,1.15110479812425,15.8234961386455,2.14257447169518e-56,1.8914647436125e-52,WSN_PB1
WSN_PA,42045.9859086224,17.8525923078739,1.52825633831367,11.6816739838116,1.5814992244972998e-31,1.5512750170958e-28,WSN_PA
WSN_NA,19338.9696456226,17.6070600528929,1.42650730913051,12.3427759116249,5.32864855730615e-35,6.72018706627124e-32,WSN_NA
ENSG00000284607.1,58.6350130347303,10.5352136070824,1.66872371743692,6.31333605257557,2.7308360614945e-10,5.02246265643196e-08,ENSG00000284607
ENSG00000157856.12,36.4096073010759,9.81456157253266,1.69147287522553,5.80237597438508,6.538175287435671e-09,8.12943823063128e-07,DRC1
ENSG00000173110.8,130.300582388485,9.24996136067543,1.10203257662258,8.39354621351029,4.7169412888786996e-17,2.9743684070158e-14,HSPA6
ENSG00000236444.5,22.687972756343,9.13842691140319,1.79033677989391,5.10430608030333,3.32010530543573e-07,1.74463628788015e-05,UBE2L5
ENSG00000105523.4,21.2308379709284,8.99501430018317,1.67160852736505,5.38105313111916,7.40513324109741e-08,5.1882949406673e-06,FAM83E
ENSG00000135114.14,20.1331208543619,8.96768779837137,1.54970489180515,5.78670677610466,7.177971520899111e-09,8.68042912143799e-07,OASL
ENSG00000269053.1,57.8062269122153,8.87684121946459,1.64375885950001,5.40033057048569,6.65182087084805e-08,4.89352288732055e-06,ENSG00000269053
ENSG00000184368.16,18.6283782656263,8.86318201503899,1.68376012361705,5.2639220342142,1.41014269392253e-07,8.52653404243022e-06,MAP7D2
ENSG00000159164.10,17.3834512749804,8.77977551257026,1.54401405283355,5.6863313494186,1.29797442572104e-08,1.34806096826651e-06,SV2A
ENSG00000261519.3,14.7707371073987,8.5100164228465,1.67569401921308,5.07850259371508,3.80421239865611e-07,1.94124780666683e-05,ENSG00000261519
ENSG00000177238.15,12.6687262267875,8.33999703910638,1.58667120193851,5.25628563051818,1.46993934782439e-07,8.82763575686646e-06,TRIM72
ENSG00000289298.2,11.8165896252535,8.260278851601,1.55965869836546,5.2962092669748,1.18231337897285e-07,7.56337863012485e-06,ENSG00000289298
ENSG00000148677.7,138.055828611119,8.2001358391317,0.680765640489394,12.045460803863,2.0492802071993e-33,2.26138070864443e-30,ANKRD1
ENSG00000286138.3,13.9130327912659,8.19466602489755,1.15883499784071,7.07146922570243,1.53301804422589e-12,4.66671837738832e-10,ENSG00000286138
ENSG00000273338.1,11.015176204755,8.09469722546269,1.62285553508548,4.98793456993466,6.10282289731594e-07,2.89654411491963e-05,ENSG00000273338
ENSG00000180353.11,10.6217908200415,8.08796330968239,1.61069835601502,5.02140160476264,5.12957795332983e-07,2.48812715230746e-05,HCLS1
ENSG00000258559.2,11.0438124050748,8.08194654087899,1.67571418732186,4.82298628371443,1.41424699614568e-06,6.06066625338547e-05,ENSG00000258559
ENSG00000166796.12,10.5231842230835,7.98837118416898,1.68848848768356,4.73107826463671,2.23330390866933e-06,8.80161022577359e-05,LDHC
ENSG00000274010.1,20.5779500391245,7.83071768746759,1.62626278999144,4.81516132304103,1.47081018791665e-06,6.27261465648704e-05,ZFP91P1
ENSG00000197140.15,9.75748851976532,7.67725665844054,1.75145625716025,4.38335620832927,1.16864794446752e-05,0.0003619938264476,ADAM32
ENSG00000204248.12,8.20100601594805,7.64273258796088,1.63396189483759,4.67742400364883,2.90501182207123e-06,0.0001090037884195,COL11A2
ENSG00000143552.10,21.4072454906952,7.61402054217213,1.38265338219746,5.50681800674519,3.65377639911978e-08,2.98662389365087e-06,NUP210L
ENSG00000173809.18,8.36118200947534,7.50891917561006,1.72402953609116,4.35544694474018,1.32795679651984e-05,0.0003945913997268,TDRD12
ENSG00000216895.9,26.384372220133,7.48601623168384,1.5927611505928,4.70002437521637,2.60130439388776e-06,0.0001002808523547,RBM33-DT
ENSG00000232611.1,7.14134037700441,7.45049401936244,1.59336125398896,4.6759603327307,2.92581163219405e-06,0.0001090037884195,ENSG00000232611
ENSG00000248932.8,199.31331902054,7.40994035770005,0.784471345063885,9.44577568616812,3.5278155311334e-21,2.8312323189859698e-18,COPB2-DT
ENSG00000287001.3,145722.116765226,7.34339329399178,1.00081771908421,7.33739336740689,2.17793791049854e-13,7.39493687456965e-11,ENSG00000287001
ENSG00000119922.11,44.4455497085527,7.31427997685074,1.13875391206007,6.42305585024848,1.33565458947189e-10,2.6798087990586e-08,IFIT2
ENSG00000010295.20,6.11014735379802,7.28095288349863,1.62837252040019,4.47130665267506,7.77431277001672e-06,0.0002513979235666,IFFO1
ENSG00000159450.13,38.7899592832535,7.19635491284995,1.33594159968183,5.38672866730392,7.17516266140184e-08,5.14441093033973e-06,TCHH
ENSG00000213062.5,13.7503949124102,6.92978701726553,1.42757945351122,4.85422159881981,1.20860528542639e-06,5.29057909558283e-05,ENSG00000213062
ENSG00000236824.2,236.04655893562,6.44522676997278,0.770068221461215,8.36968282854587,5.77735254959857e-17,3.38346497231804e-14,BCYRN1
ENSG00000289866.1,9.32385298000855,6.40666945099367,1.46963167663323,4.35937082253879,1.30436922456756e-05,0.0003916656977715,ENSG00000289866
ENSG00000186517.14,11.2620629741882,6.2890664770632,1.62358047132368,3.8735785433141,0.0001072488202685,0.0021183007124846,ARHGAP30
ENSG00000162994.16,7.80644012957009,6.25345346871456,1.67513985782493,3.7330933530734,0.0001891424518339,0.0033195816397419,CLHC1
ENSG00000130818.12,10.1634821631873,6.20038338959243,1.59097109812567,3.89723194651186,9.72984222558096e-05,0.0019745987854581,ZNF426
ENSG00000288736.2,7.08727082121534,6.12219108270343,1.44137751072244,4.24745844663199,2.16209249514054e-05,0.0005927625014627,ENSG00000288736
ENSG00000255046.1,35.3041746685717,5.9797820076423,1.15827895853364,5.16264407946476,2.43485831870946e-07,1.3350887725197e-05,ENSG00000255046
ENSG00000172361.6,18.0479495747023,5.97837526536392,1.13954459227873,5.24628461744445,1.55197088061807e-07,9.07337677754724e-06,CFAP53
ENSG00000156042.19,12.1368082141583,5.94246813058069,1.12149057379304,5.29872320770598,1.1661525767992e-07,7.51444886714112e-06,CFAP70
ENSG00000178977.4,489.357405888246,5.93592127087126,0.960505289117037,6.17999852590918,6.41022001658357e-10,1.0561443474409e-07,LINC00324
ENSG00000197653.16,14.6194252880041,5.92192358647967,1.49006349913821,3.97427598884522,7.0593667715516e-05,0.0015425764816647,DNAH10
ENSG00000125740.15,39.9362593387916,5.92147584939375,0.833313016822751,7.10594426086263,1.19502640038957e-12,3.76774752237111e-10,FOSB
ENSG00000258667.4,7.35653852244751,5.90750809231544,1.12882805708702,5.23331082641583,1.66500401433551e-07,9.42221502471405e-06,HIF1A-AS3
ENSG00000167740.10,942.997311897395,5.89817162351202,0.887731681692391,6.64409274237866,3.0509043603649796e-11,7.08773255086895e-09,CYB5D2
ENSG00000119917.15,43.1826017693876,5.88739176246286,0.710849601605185,8.28219042279607,1.20930014739939e-16,6.27982453014224e-14,IFIT3
ENSG00000086730.17,12.036955346256,5.87365409287883,1.24884154865726,4.70328209306784,2.56012311011766e-06,9.91261702461347e-05,LAT2
ENSG00000224843.8,33.4128035684616,5.86106616694055,1.14331435440248,5.12638203515223,2.9536297363149e-07,1.57076164531253e-05,LINC00240
ENSG00000259932.1,653.488357767577,5.75163079208849,0.733451109944482,7.84187345837387,4.43873557277387e-15,1.95925788182239e-12,ENSG00000259932
ENSG00000271933.1,11.6725908550439,5.73177957176772,1.49354687161073,3.83769647991444,0.0001241938551309,0.0023886347562005,ENSG00000271933
ENSG00000259687.4,9.15919507333373,5.69731671542642,1.3366924000874,4.2622496507453,2.02379166787211e-05,0.0005655818217958,LINC01220
ENSG00000292256.1,103.2083344825,5.64790179026224,0.789261027705851,7.15593649249226,8.310361231149809e-13,2.71718033142928e-10,ENSG00000292256
ENSG00000138650.9,5.9481847804399,5.59054723233964,1.52848007791051,3.65758593332935,0.0002546019125473,0.0042169337410283,PCDH10
ENSG00000185621.11,19.0923236690654,5.57740446452518,1.11733195114691,4.99171661456574,5.98450162256548e-07,2.85573947697341e-05,LMLN
ENSG00000245281.9,15.0046956997037,5.496936562647,1.19290194084286,4.60803723629042,4.06487879223755e-06,0.0001446965724914,ASAH1-AS1
ENSG00000109063.15,28.0515657442097,5.48253947580071,0.932741697321888,5.87787539845417,4.155655225403781e-09,5.39501828380361e-07,MYH3
ENSG00000264666.3,5.52742453058091,5.43374301075069,1.51393900867143,3.58914261382242,0.0003317673170746,0.0051564117519988,ENSG00000264666
ENSG00000198157.11,488.433312368429,5.43257432376085,1.34429979364288,4.04119255946567,5.31800675444678e-05,0.0012387167184236,HMGN5
ENSG00000289589.2,16.4603546120604,5.43252170791293,1.24827550407645,4.35202140086233,1.34888091573276e-05,0.0003969306908029,ENSG00000289589
ENSG00000289494.2,81.2530903989435,5.41778082655435,1.07732138852658,5.02893647545985,4.9320773973438e-07,2.41890995909728e-05,ENSG00000289494
ENSG00000179698.14,6.3359893051113,5.24288488680183,1.58834096370859,3.30085605458435,0.0009639032208853,0.0114991049107778,WDR97
ENSG00000198590.12,9.77872185994998,5.23537993458388,1.153446553975,4.53890118839208,5.65481250315927e-06,0.0001905369648011,APRG1
ENSG00000230530.2,62.8817466905395,5.23006520120022,0.969036767548164,5.3971793190399,6.76967211882731e-08,4.93906326157087e-06,LIMD1-AS1
